nuclide   ,mass                ,uncertainty         ,Year/link 
262Md     ,262.109144          ,0.000481            ,2020      
262No     ,262.107463          ,0.000387            ,2020      
262Lr     ,262.109615          ,0.000215            ,2020      
262Rf     ,262.109923          ,0.000240            ,2020      
262Db     ,262.114067          ,0.000154            ,2020      
262Sg     ,262.116338978       ,0.000023797         ,2020      
262Bh     ,262.122654688       ,0.000099919         ,2020      
263No     ,263.110714          ,0.000526            ,2020      
263Lr     ,263.111293          ,0.000240            ,2020      
263Rf     ,263.112461          ,0.000164            ,2020      
263Db     ,263.114987          ,0.000180            ,2020      
263Sg     ,263.118299          ,0.000101            ,2020      
263Bh     ,263.122916          ,0.000328            ,2020      
263Hs     ,263.128479          ,0.000212            ,2020      
264No     ,264.112734          ,0.000634            ,2020      
264Lr     ,264.114198          ,0.000468            ,2020      
264Rf     ,264.113876          ,0.000387            ,2020      
264Db     ,264.117297          ,0.000253            ,2020      
264Sg     ,264.118930          ,0.000304            ,2020      
264Bh     ,264.124486          ,0.000190            ,2020      
264Hs     ,264.128356330       ,0.000031005         ,2020      
265Lr     ,265.116193          ,0.000587            ,2020      
265Rf     ,265.116683          ,0.000387            ,2020      
265Db     ,265.118500          ,0.000240            ,2020      
265Sg     ,265.121089          ,0.000149            ,2020      
265Bh     ,265.124955          ,0.000257            ,2020      
265Hs     ,265.129791744       ,0.000025719         ,2020      
265Mt     ,265.135937          ,0.000471            ,2020      
266Lr     ,266.119874          ,0.000579            ,2020      
266Rf     ,266.118236          ,0.000443            ,2020      
266Db     ,266.121032          ,0.000304            ,2020      
266Sg     ,266.121973          ,0.000263            ,2020      
266Bh     ,266.126790          ,0.000175            ,2020      
266Hs     ,266.130048783       ,0.000029099         ,2020      
266Mt     ,266.137062253       ,0.000103568         ,2020      
267Rf     ,267.121787          ,0.000617            ,2020      
267Db     ,267.122399          ,0.000402            ,2020      
267Sg     ,267.124323          ,0.000281            ,2020      
267Bh     ,267.127499          ,0.000282            ,2020      
267Hs     ,267.131678          ,0.000102            ,2020      
267Mt     ,267.137189          ,0.000540            ,2020      
267Ds     ,267.143726          ,0.000219            ,2020      
268Rf     ,268.123968          ,0.000711            ,2020      
268Db     ,268.125669          ,0.000568            ,2020      
268Sg     ,268.125389          ,0.000504            ,2020      
268Bh     ,268.129584          ,0.000410            ,2020      
268Hs     ,268.132011          ,0.000322            ,2020      
268Mt     ,268.138649          ,0.000250            ,2020      
268Ds     ,268.143477          ,0.000324            ,2020      
269Db     ,269.127911          ,0.000669            ,2020      
269Sg     ,269.128495          ,0.000395            ,2020      
269Bh     ,269.130411          ,0.000402            ,2020      
269Hs     ,269.133649          ,0.000141            ,2020      
269Mt     ,269.138809          ,0.000335            ,2020      
269Ds     ,269.144750965       ,0.000033712         ,2020      
270Db     ,270.131399          ,0.000617            ,2020      
270Sg     ,270.130362          ,0.000492            ,2020      
270Bh     ,270.133366          ,0.000320            ,2020      
270Hs     ,270.134313          ,0.000266            ,2020      
270Mt     ,270.140322          ,0.000205            ,2020      
270Ds     ,270.144586620       ,0.000042163         ,2020      
271Sg     ,271.133782          ,0.000634            ,2020      
271Bh     ,271.135115          ,0.000412            ,2020      
271Hs     ,271.137082          ,0.000296            ,2020      
271Mt     ,271.140741          ,0.000354            ,2020      
271Ds     ,271.145951          ,0.000104            ,2020      
272Sg     ,272.135825          ,0.000743            ,2020      
272Bh     ,272.138259          ,0.000571            ,2020      
272Hs     ,272.138492          ,0.000547            ,2020      
272Mt     ,272.143298          ,0.000521            ,2020      
272Ds     ,272.146091          ,0.000456            ,2020      
272Rg     ,272.153273          ,0.000251            ,2020      
273Sg     ,273.139475          ,0.000429            ,2020      
273Bh     ,273.140294          ,0.000703            ,2020      
273Hs     ,273.141458          ,0.000401            ,2020      
273Mt     ,273.144695          ,0.000455            ,2020      
273Ds     ,273.148455          ,0.000152            ,2020      
273Rg     ,273.153393          ,0.000429            ,2020      
274Bh     ,274.143599          ,0.000620            ,2020      
274Hs     ,274.143217          ,0.000504            ,2020      
274Mt     ,274.147343          ,0.000404            ,2020      
274Ds     ,274.149434          ,0.000418            ,2020      
274Rg     ,274.155247          ,0.000225            ,2020      
275Bh     ,275.145766          ,0.000644            ,2020      
275Hs     ,275.146530          ,0.000637            ,2020      
275Mt     ,275.148972          ,0.000416            ,2020      
275Ds     ,275.152085          ,0.000366            ,2020      
275Rg     ,275.156088          ,0.000479            ,2020      
276Bh     ,276.149169          ,0.000644            ,2020      
276Hs     ,276.148348          ,0.000773            ,2020      
276Mt     ,276.151705          ,0.000571            ,2020      
276Ds     ,276.153022          ,0.000588            ,2020      
276Rg     ,276.158226          ,0.000675            ,2020      
276Cn     ,276.161418          ,0.000537            ,2020      
277Bh     ,277.151477          ,0.000644            ,2020      
277Hs     ,277.151772          ,0.000480            ,2020      
277Mt     ,277.153525          ,0.000711            ,2020      
277Ds     ,277.155763          ,0.000421            ,2020      
277Rg     ,277.159322          ,0.000504            ,2020      
277Cn     ,277.163535          ,0.000165            ,2020      
278Bh     ,278.154988          ,0.000429            ,2020      
278Hs     ,278.153753          ,0.000322            ,2020      
278Mt     ,278.156487          ,0.000621            ,2020      
278Ds     ,278.157007          ,0.000548            ,2020      
278Rg     ,278.161590          ,0.000417            ,2020      
278Cn     ,278.164083          ,0.000470            ,2020      
278Nh     ,278.170725          ,0.000240            ,2020      
279Hs     ,279.157274          ,0.000644            ,2020      
279Mt     ,279.158439          ,0.000720            ,2020      
279Ds     ,279.159984          ,0.000649            ,2020      
279Rg     ,279.162880          ,0.000453            ,2020      
279Cn     ,279.166422          ,0.000424            ,2020      
279Nh     ,279.171187          ,0.000644            ,2020      
280Hs     ,280.159335          ,0.000644            ,2020      
280Mt     ,280.161579          ,0.000644            ,2020      
280Ds     ,280.161375          ,0.000803            ,2020      
280Rg     ,280.165204          ,0.000571            ,2020      
280Cn     ,280.167102          ,0.000626            ,2020      
280Nh     ,280.173098          ,0.000429            ,2020      
281Mt     ,281.163608          ,0.000644            ,2020      
281Ds     ,281.164545          ,0.000529            ,2020      
281Rg     ,281.166757          ,0.000831            ,2020      
281Cn     ,281.169563          ,0.000427            ,2020      
281Nh     ,281.173710          ,0.000322            ,2020      
282Mt     ,282.166888          ,0.000480            ,2020      
282Ds     ,282.166174          ,0.000322            ,2020      
282Rg     ,282.169343          ,0.000631            ,2020      
282Cn     ,282.170507          ,0.000588            ,2020      
282Nh     ,282.175770          ,0.000430            ,2020      
283Ds     ,283.169437          ,0.000537            ,2020      
283Rg     ,283.171101          ,0.000728            ,2020      
283Cn     ,283.173202          ,0.000660            ,2020      
283Nh     ,283.176666          ,0.000469            ,2020      
284Ds     ,284.171187          ,0.000537            ,2020      
284Rg     ,284.173882          ,0.000537            ,2020      
284Cn     ,284.174360          ,0.000819            ,2020      
284Nh     ,284.178843          ,0.000573            ,2020      
284Fl     ,284.181192          ,0.000704            ,2020      
285Rg     ,285.175771          ,0.000644            ,2020      
285Cn     ,285.177227          ,0.000544            ,2020      
285Nh     ,285.180106          ,0.000832            ,2020      
285Fl     ,285.183503          ,0.000433            ,2020      
286Rg     ,286.178756          ,0.000492            ,2020      
286Cn     ,286.178691          ,0.000751            ,2020      
286Nh     ,286.182456          ,0.000634            ,2020      
286Fl     ,286.184226          ,0.000590            ,2020      
287Cn     ,287.181826          ,0.000751            ,2020      
287Nh     ,287.184064          ,0.000759            ,2020      
287Fl     ,287.186720          ,0.000663            ,2020      
287Mc     ,287.190820          ,0.000475            ,2020      
288Cn     ,288.183501          ,0.000751            ,2020      
288Nh     ,288.186764          ,0.000751            ,2020      
288Fl     ,288.187781          ,0.000819            ,2020      
288Mc     ,288.192879          ,0.000575            ,2020      
289Nh     ,289.188461          ,0.000537            ,2020      
289Fl     ,289.190517          ,0.000548            ,2020      
289Mc     ,289.193971          ,0.000834            ,2020      
289Lv     ,289.198023          ,0.000540            ,2020      
290Nh     ,290.191429          ,0.000503            ,2020      
290Fl     ,290.191875          ,0.000752            ,2020      
290Mc     ,290.196235          ,0.000635            ,2020      
290Lv     ,290.198635          ,0.000593            ,2020      
291Fl     ,291.194848          ,0.000751            ,2020      
291Mc     ,291.197725          ,0.000789            ,2020      
